,0,1,2,3,4,5,6
0,conv1,0.15608100841442743,0.3026113738616308,0.34760126570860544,0.3833461811145147,0.3974537640810013,0.38595989644527434
1,layer1.0.conv1,0.15608100841442743,0.1946956257025401,0.22709369659423828,0.3099855939547221,0.3426536957422892,0.3803805232048035
2,layer1.0.conv2,0.15608100841442743,0.1862085983157158,0.23836689442396164,0.30685536563396454,0.3476172357797623,0.4106874644756317
3,layer1.1.conv1,0.15608100841442743,0.18520266314347586,0.23181387732426326,0.27091832558314005,0.3237943649291992,0.36873955925305685
4,layer1.1.conv2,0.15608100841442743,0.18966519931952158,0.21730527728796006,0.2991912146409353,0.38437952200571696,0.41311355332533517
5,layer2.0.conv1,0.15608100841442743,0.17639058480660122,0.20232100089391072,0.23885879615942637,0.32592767576376597,0.38514443337917326
6,layer2.0.conv2,0.15608100841442743,0.178907872736454,0.22896911005179088,0.2509518007437388,0.277042410771052,0.3362808475891749
7,layer2.0.downsample.0,0.15608100841442743,0.1831144943833351,0.23152897854646046,0.2516348938147227,0.28806047737598417,0.31859094798564913
8,layer2.1.conv1,0.15608100841442743,0.186925378938516,0.23970758815606436,0.3079275478919347,0.36058482627073923,0.4067189296086629
9,layer2.1.conv2,0.15608100841442743,0.18437440892060597,0.24559209247430167,0.3135785490274429,0.37300368448098503,0.40617381731669105
10,layer3.0.conv1,0.15608100841442743,0.20847858786582946,0.2561815256873767,0.315907750527064,0.3805061469475428,0.427034467458725
11,layer3.0.conv2,0.15608100841442743,0.1751871218283971,0.19973363230625787,0.2496686488389969,0.2952938199043274,0.40456997950871787
12,layer3.0.downsample.0,0.15608100841442743,0.1749436174829801,0.22678083380063374,0.2594192604223887,0.32773234248161315,0.3635981619358063
13,layer3.1.conv1,0.15608100841442743,0.17718826134999593,0.2054728959997495,0.263941424091657,0.29964600801467894,0.3293268183867137
14,layer3.1.conv2,0.15608100841442743,0.1732544074455897,0.1999498963356018,0.22964645624160768,0.2685462335745494,0.3223015626271566
15,layer4.0.conv1,0.15608100841442743,0.17290575702985128,0.20765877068042754,0.251498789091905,0.3091515074173609,0.41075949370861053
16,layer4.0.conv2,0.15608100841442743,0.17118161767721177,0.1881995846827825,0.21835727691650392,0.2811000257730484,0.3735758264859517
17,layer4.0.downsample.0,0.15608100841442743,0.18246104220549267,0.2073914021253586,0.20779883613189062,0.23397653053204218,0.251919686794281
18,layer4.1.conv1,0.15608100841442743,0.16733371764421462,0.1841296191016833,0.21323873202006022,0.25494578927755357,0.4011572579542796
19,layer4.1.conv2,0.15608100841442743,0.16308271884918213,0.17491637816031774,0.18121375292539596,0.20853333572546642,0.30898881057898203
